Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2017,Asia,Grey,Electric,Automatic,4.1,192840,67855,794,Low
i3,2019,Africa,Black,Petrol,Automatic,4.0,117483,42778,6578,Low
X1,2018,Asia,Black,Hybrid,Manual,2.6,84006,64803,6513,Low
M5,2021,Europe,Silver,Electric,Automatic,2.0,136305,118362,3591,Low
X5,2021,Europe,Black,Hybrid,Manual,3.4,153094,87524,5132,Low
X3,2020,North America,Silver,Diesel,Automatic,1.7,20628,35384,8738,High
i3,2018,Asia,White,Diesel,Automatic,3.8,167725,77885,6291,Low
M3,2023,Africa,Black,Petrol,Manual,2.5,160954,69015,5334,Low
i8,2019,North America,Silver,Electric,Manual,4.4,48907,111041,9736,High
X6,2014,Africa,Black,Diesel,Automatic,2.9,61333,89975,9579,High
i8,2018,Middle East,Grey,Petrol,Manual,3.8,41198,99067,6447,Low
X5,2015,Europe,Red,Petrol,Manual,1.7,131411,43153,1792,Low
M5,2014,Africa,Black,Diesel,Manual,3.7,4970,47696,300,Low
i8,2018,Asia,White,Petrol,Automatic,4.4,22879,80068,3863,Low
M3,2016,North America,Grey,Petrol,Automatic,2.4,177638,52293,6044,Low
X3,2017,Asia,Red,Hybrid,Automatic,2.2,36883,69575,9200,High
X5,2016,Europe,Black,Hybrid,Manual,3.1,198469,88161,1279,Low
X6,2022,Africa,Grey,Electric,Automatic,4.9,92770,104481,9487,High
M3,2019,Africa,Silver,Petrol,Manual,3.0,40845,116845,4786,Low
M5,2014,Asia,Grey,Electric,Automatic,1.6,159712,37577,7808,High
X1,2020,Africa,Blue,Petrol,Manual,3.4,65127,67297,3848,Low
X3,2022,Asia,Blue,Diesel,Manual,2.7,2490,31140,5279,Low
M3,2023,Europe,Silver,Electric,Manual,2.1,143503,66973,8354,High
M5,2014,North America,Black,Diesel,Automatic,3.3,98165,41789,9067,High
M5,2022,Middle East,White,Hybrid,Manual,2.7,37733,77388,9083,High
X6,2023,Asia,Red,Petrol,Manual,3.7,56642,59783,9560,High
X6,2018,Africa,White,Hybrid,Manual,4.4,110117,51045,169,Low
X6,2019,Africa,Black,Petrol,Manual,2.5,129964,97352,7719,High
X3,2021,Asia,Blue,Petrol,Manual,3.1,11488,36244,7221,High
X3,2019,Europe,White,Diesel,Automatic,1.7,14686,75028,2087,Low
M5,2019,Asia,Red,Hybrid,Manual,4.6,189803,109647,1112,Low
i3,2020,Middle East,Grey,Electric,Manual,2.6,46232,116592,6476,Low
M3,2020,Africa,White,Petrol,Automatic,3.2,147277,49449,2557,Low
X6,2015,Europe,Blue,Hybrid,Automatic,3.2,31609,103240,550,Low
i3,2021,South America,Grey,Electric,Manual,3.4,20407,94249,4644,Low
X5,2022,Europe,Blue,Diesel,Manual,4.2,195340,68060,2671,Low
X3,2024,Asia,Black,Diesel,Automatic,1.7,32589,110790,5069,Low
i8,2023,Europe,Red,Electric,Manual,4.3,124862,87180,7805,High
X5,2022,South America,Silver,Diesel,Automatic,3.6,19443,109246,7545,High
M3,2015,Asia,Red,Hybrid,Manual,1.6,45378,117401,2141,Low
M5,2019,South America,Grey,Petrol,Automatic,3.9,171616,63064,4192,Low
M3,2021,South America,White,Hybrid,Automatic,3.9,141330,76467,2009,Low
M3,2024,Middle East,Blue,Electric,Automatic,1.8,59512,76508,9776,High
X6,2024,Asia,Black,Hybrid,Manual,3.9,70863,83171,1357,Low
X3,2018,Asia,Silver,Electric,Automatic,1.5,52637,73600,6802,Low
X5,2019,South America,White,Electric,Manual,2.8,143408,30956,8421,High
M3,2021,Europe,Red,Electric,Automatic,3.4,10344,79313,8914,High
M5,2024,Africa,Red,Hybrid,Manual,4.0,58149,78986,7464,High
i3,2017,Europe,Grey,Hybrid,Manual,3.0,57137,100494,4150,Low
X6,2016,Europe,White,Electric,Automatic,3.3,177968,41054,1022,Low
X6,2023,Africa,White,Hybrid,Automatic,4.3,173623,93832,5556,Low
i3,2021,North America,Grey,Hybrid,Automatic,3.3,73217,51814,1764,Low
M5,2023,South America,Black,Electric,Automatic,1.8,177702,58810,4889,Low
i8,2023,Europe,Red,Petrol,Automatic,5.0,178738,92202,7479,High
X5,2016,Asia,Black,Diesel,Automatic,4.0,48142,71986,3720,Low
M5,2019,South America,Blue,Petrol,Automatic,5.0,31532,82708,2586,Low
X5,2016,Africa,White,Hybrid,Automatic,3.6,198926,95858,6286,Low
X5,2017,Asia,White,Petrol,Manual,1.7,82404,117087,5277,Low
M3,2019,South America,Grey,Diesel,Automatic,4.4,116361,52751,9031,High
X3,2024,Middle East,Red,Electric,Automatic,4.7,145822,40363,865,Low
X3,2019,North America,Black,Electric,Automatic,2.7,104815,114003,4603,Low
X3,2023,Middle East,White,Diesel,Automatic,4.9,199674,85599,3269,Low
X5,2017,South America,White,Hybrid,Automatic,3.0,25576,38403,1218,Low
X3,2023,North America,Black,Hybrid,Automatic,1.9,139927,34215,8889,High
X1,2020,North America,Red,Diesel,Manual,3.4,40024,112573,8550,High
i3,2020,North America,White,Petrol,Automatic,3.5,6300,54518,9682,High
i3,2017,Middle East,Red,Petrol,Automatic,4.9,27579,50235,7022,High
i8,2015,Asia,Silver,Electric,Automatic,1.9,65157,97500,8616,High
i3,2016,Africa,Blue,Petrol,Automatic,3.0,62961,110591,7089,High
X6,2016,South America,White,Hybrid,Automatic,3.7,23026,46162,9066,High
X1,2018,Africa,Red,Petrol,Manual,2.4,106655,104992,3121,Low
i8,2017,South America,Silver,Hybrid,Manual,3.3,119839,43901,6282,Low
X6,2015,North America,Red,Electric,Automatic,3.0,130688,69306,6708,Low
X6,2020,Europe,Black,Electric,Automatic,4.5,127080,71549,2699,Low
i3,2017,Africa,Silver,Electric,Manual,4.7,116747,67216,9125,High
X1,2015,South America,Silver,Electric,Manual,2.1,103956,75980,3249,Low
M3,2018,Europe,Black,Hybrid,Manual,2.8,92555,103184,2757,Low
X3,2016,Asia,White,Petrol,Automatic,1.9,122385,107317,3087,Low
X5,2019,North America,Black,Diesel,Automatic,3.5,122344,97107,4137,Low
i8,2014,North America,Red,Petrol,Manual,2.4,158886,96298,6666,Low
X6,2019,Africa,Grey,Hybrid,Automatic,2.2,104900,82420,8964,High
X3,2020,Asia,Silver,Diesel,Manual,2.4,113028,58942,1332,Low
X3,2021,South America,Blue,Diesel,Automatic,1.8,58603,33358,1969,Low
X3,2014,Middle East,Grey,Hybrid,Automatic,1.7,127302,40403,2874,Low
X6,2015,Europe,Blue,Diesel,Automatic,4.8,141133,44560,5228,Low
i8,2020,Middle East,Blue,Diesel,Automatic,2.7,148700,44994,1396,Low
i3,2020,Middle East,Grey,Electric,Automatic,2.2,162078,38289,1354,Low
M5,2017,South America,Blue,Diesel,Manual,3.1,179931,109215,7568,High
X3,2021,North America,Red,Hybrid,Manual,3.2,108817,80738,1254,Low
X5,2014,Asia,Red,Electric,Manual,3.9,158796,83080,5773,Low
M5,2018,Middle East,Black,Electric,Manual,2.5,159099,87291,9800,High
M5,2020,North America,Silver,Diesel,Automatic,3.4,118627,73501,5041,Low
i8,2017,Asia,Silver,Diesel,Automatic,4.8,190435,103427,6520,Low
X5,2019,South America,Silver,Diesel,Manual,2.2,84735,88472,2101,Low
X5,2022,North America,Grey,Diesel,Automatic,3.8,158595,42017,5211,Low
i8,2015,Africa,Red,Electric,Automatic,2.2,120873,105983,7617,High
i3,2019,Asia,Grey,Petrol,Automatic,2.6,143865,108231,6574,Low
X5,2022,Europe,Grey,Hybrid,Manual,1.6,143123,104579,5722,Low
i8,2017,Asia,Red,Hybrid,Manual,2.3,85660,60612,7033,High
X6,2024,North America,Silver,Hybrid,Automatic,3.2,73440,74453,1828,Low
i3,2021,Middle East,Blue,Diesel,Automatic,3.3,138950,68932,5699,Low
i3,2018,Europe,Red,Diesel,Automatic,2.3,32183,47122,1796,Low
X3,2020,Africa,Red,Hybrid,Manual,4.7,174303,78965,5787,Low
i8,2016,South America,White,Diesel,Automatic,4.8,31758,78004,3107,Low
X6,2021,North America,Red,Diesel,Manual,2.8,129132,108539,5907,Low
X1,2022,South America,White,Diesel,Manual,5.0,155124,114014,2731,Low
X3,2022,Europe,Blue,Petrol,Manual,4.5,23084,93743,408,Low
M3,2015,Asia,Red,Diesel,Automatic,2.7,100917,53163,5250,Low
M3,2016,Middle East,Red,Petrol,Manual,4.6,55014,86509,5565,Low
X1,2021,South America,Silver,Electric,Automatic,4.1,183553,99258,6220,Low
X3,2019,Europe,Black,Petrol,Automatic,1.5,160783,37948,5942,Low
i8,2020,North America,Blue,Diesel,Automatic,1.6,110853,94445,1778,Low
i3,2022,Europe,Blue,Electric,Manual,3.9,108903,59366,4138,Low
X5,2022,Asia,White,Hybrid,Automatic,1.7,159819,75976,4804,Low
M3,2018,North America,Silver,Hybrid,Automatic,2.5,53125,82775,4299,Low
i3,2015,Asia,White,Diesel,Manual,3.1,119297,111005,9939,High
M5,2022,Europe,White,Petrol,Manual,2.6,6588,76459,388,Low
X5,2024,North America,Blue,Diesel,Manual,2.6,93281,87032,3388,Low
X6,2015,Asia,Silver,Diesel,Manual,4.8,130378,45826,6187,Low
X5,2018,Middle East,White,Electric,Automatic,3.5,6778,77819,6528,Low
M5,2021,Africa,Red,Petrol,Automatic,4.2,171617,73276,1910,Low
i8,2016,Middle East,Silver,Diesel,Automatic,4.1,62026,42416,7367,High
X3,2020,Africa,Silver,Hybrid,Automatic,2.5,129890,35966,1496,Low
i3,2022,South America,Blue,Petrol,Automatic,2.9,172989,94065,1282,Low
M3,2021,Asia,Silver,Hybrid,Manual,2.8,47753,31526,3664,Low
X6,2014,North America,Blue,Petrol,Manual,1.8,147551,34401,3314,Low
X6,2014,Europe,White,Diesel,Manual,2.6,17910,38892,1140,Low
X5,2018,South America,Grey,Electric,Manual,2.5,21932,51038,1318,Low
X5,2014,Middle East,Black,Petrol,Automatic,4.0,70173,55676,8443,High
i8,2015,North America,Silver,Electric,Automatic,2.1,129270,32223,1872,Low
M3,2023,Europe,Grey,Diesel,Automatic,4.0,9528,87292,7670,High
X6,2015,Europe,White,Diesel,Manual,2.9,92393,33820,7126,High
i3,2019,Africa,Black,Electric,Automatic,3.1,78119,55148,8859,High
i8,2018,North America,Silver,Petrol,Manual,4.0,29772,65372,222,Low
i8,2014,Asia,Black,Diesel,Automatic,2.7,120792,61107,8821,High
M5,2020,Africa,Silver,Diesel,Automatic,3.0,48372,39869,1518,Low
M5,2015,North America,Red,Petrol,Manual,2.1,122953,115862,4659,Low
X1,2019,North America,Silver,Petrol,Manual,1.7,123237,101091,6468,Low
M5,2020,Asia,Blue,Petrol,Manual,2.2,135265,72574,4058,Low
X5,2024,Asia,Grey,Electric,Manual,2.4,129091,45476,4913,Low
i3,2017,Asia,Black,Electric,Automatic,1.6,164592,46446,5973,Low
X6,2024,Middle East,Blue,Diesel,Manual,2.3,65941,110347,1810,Low
M5,2014,Middle East,Red,Petrol,Manual,4.6,71702,72204,5298,Low
X1,2015,Africa,Grey,Electric,Automatic,4.2,148425,86347,6592,Low
M5,2019,South America,Silver,Hybrid,Manual,4.4,170946,102633,5121,Low
X3,2019,Middle East,White,Electric,Automatic,2.0,160498,55160,1931,Low
X1,2021,Africa,Silver,Diesel,Automatic,2.5,64426,95495,3136,Low
M5,2022,Africa,Grey,Electric,Automatic,2.8,58291,111004,4179,Low
X6,2019,North America,Red,Electric,Manual,4.1,93780,67357,3330,Low
X3,2021,Asia,Red,Electric,Automatic,4.7,135918,31225,2256,Low
X5,2021,South America,Blue,Petrol,Automatic,3.4,124782,55860,758,Low
X6,2017,South America,Black,Petrol,Automatic,5.0,183593,51086,4092,Low
i8,2016,Africa,Silver,Petrol,Manual,3.4,26704,42125,8551,High
M5,2017,Asia,Silver,Electric,Manual,3.4,160309,45587,1769,Low
M5,2019,North America,Red,Hybrid,Manual,2.1,16711,98887,3934,Low
X5,2019,Asia,Grey,Petrol,Manual,3.6,189949,109020,4795,Low
X3,2016,Europe,Blue,Diesel,Automatic,3.0,146173,70198,7883,High
X1,2023,Asia,Red,Electric,Manual,2.9,44313,75292,2121,Low
i3,2020,South America,Silver,Electric,Manual,2.8,77710,93156,3902,Low
i8,2019,Asia,Red,Hybrid,Automatic,2.5,4519,61406,3545,Low
X3,2017,Africa,White,Hybrid,Automatic,2.0,99729,102128,1420,Low
X6,2017,South America,Black,Diesel,Automatic,2.2,8493,59648,1811,Low
M5,2023,Asia,Red,Hybrid,Manual,2.6,54777,107494,7480,High
X1,2018,Asia,White,Electric,Manual,2.0,67279,107506,5099,Low
M5,2019,Middle East,Black,Petrol,Automatic,3.8,125467,116136,757,Low
M5,2022,North America,Red,Electric,Automatic,3.7,80947,105817,5152,Low
i3,2023,South America,White,Hybrid,Automatic,3.1,29023,48033,8369,High
M3,2024,South America,Red,Petrol,Automatic,3.5,126203,118597,1999,Low
i8,2021,Middle East,Grey,Petrol,Automatic,1.6,187043,65824,911,Low
X1,2020,North America,Silver,Diesel,Automatic,4.6,20717,43767,951,Low
X1,2022,Africa,White,Electric,Automatic,3.3,10187,43496,9741,High
X1,2020,Asia,Black,Petrol,Automatic,2.6,46029,48182,218,Low
X6,2019,Middle East,Red,Electric,Automatic,4.9,91698,59923,4986,Low
i3,2014,South America,Grey,Electric,Manual,4.1,197914,79183,6059,Low
X6,2023,Asia,Silver,Hybrid,Automatic,1.9,105201,61236,5518,Low
M5,2017,Europe,White,Electric,Manual,1.9,133623,74763,8568,High
M5,2019,Africa,Grey,Hybrid,Automatic,2.0,55478,97016,7444,High
i3,2020,Middle East,Silver,Petrol,Automatic,2.9,135626,96918,159,Low
X1,2016,Middle East,Black,Petrol,Automatic,4.5,157926,61417,1469,Low
X1,2022,Africa,Blue,Electric,Automatic,2.1,47329,48948,1395,Low
M3,2018,Africa,Blue,Diesel,Automatic,2.2,104309,36748,3607,Low
M5,2020,Middle East,Blue,Diesel,Manual,4.1,88288,115820,4751,Low
i3,2019,South America,Grey,Petrol,Automatic,4.3,31232,89648,5067,Low
X3,2024,North America,White,Electric,Manual,2.2,43685,117489,7591,High
M5,2021,Africa,White,Petrol,Automatic,2.8,91270,111193,5016,Low
X5,2020,Asia,White,Petrol,Automatic,2.0,9739,82103,3174,Low
M3,2015,Europe,Grey,Diesel,Automatic,1.8,183107,65092,3662,Low
X3,2014,South America,Silver,Diesel,Manual,2.3,91801,87544,358,Low
M5,2019,Asia,White,Electric,Automatic,2.9,168329,49045,9548,High
M5,2016,Asia,Red,Electric,Manual,3.6,29895,45167,4860,Low
i8,2016,South America,White,Electric,Automatic,4.0,43416,78651,4040,Low
M3,2016,Asia,Red,Hybrid,Manual,4.4,118719,89534,213,Low
i8,2018,Asia,Grey,Hybrid,Manual,1.6,79157,109247,3686,Low
i8,2017,Asia,Silver,Diesel,Manual,3.1,193381,89236,7909,High
i8,2019,Europe,Black,Hybrid,Automatic,2.5,45298,88645,4452,Low
i3,2014,Europe,Black,Hybrid,Automatic,3.9,112987,102492,9161,High
X1,2022,Africa,Black,Hybrid,Automatic,4.5,175036,62493,6187,Low
M3,2023,Asia,Grey,Diesel,Automatic,3.3,67010,102974,9237,High
X3,2017,Asia,Red,Petrol,Automatic,1.6,10661,100734,8952,High
i8,2023,Asia,White,Petrol,Automatic,2.0,197418,96520,8162,High
X5,2023,Middle East,White,Diesel,Manual,3.7,29028,111004,9201,High
X3,2016,Middle East,White,Diesel,Automatic,2.4,142033,50578,7761,High
X1,2019,Asia,Blue,Electric,Manual,2.2,75149,40121,4794,Low
M5,2019,North America,White,Hybrid,Automatic,2.4,187614,113933,2942,Low
i8,2020,Middle East,Red,Diesel,Manual,3.9,27611,55571,954,Low
i3,2023,North America,White,Diesel,Automatic,3.2,43056,99289,6535,Low
i3,2022,Asia,Grey,Diesel,Automatic,3.6,75207,32298,7012,High
X6,2017,Middle East,Black,Diesel,Manual,4.4,141816,59727,8661,High
X1,2023,South America,Red,Electric,Manual,4.8,121187,64160,4886,Low
i8,2019,Europe,Silver,Diesel,Automatic,3.8,139010,96871,5062,Low
i3,2018,Middle East,White,Hybrid,Manual,3.9,13569,73459,8856,High
X6,2020,Africa,Red,Diesel,Manual,3.9,90084,105160,8387,High
X6,2016,South America,Blue,Hybrid,Manual,4.0,78125,46835,1233,Low
i3,2022,South America,Red,Hybrid,Automatic,5.0,46808,109552,5237,Low
M3,2016,Africa,Silver,Petrol,Automatic,3.5,64031,81033,8649,High
i8,2016,North America,Black,Diesel,Manual,3.2,109327,113426,5336,Low
i3,2018,North America,Grey,Electric,Manual,3.6,131102,97774,5031,Low
X6,2017,Middle East,Blue,Hybrid,Manual,4.0,95146,60961,6259,Low
M3,2014,North America,Red,Diesel,Automatic,2.5,146060,101376,1100,Low
X1,2018,Europe,Black,Diesel,Automatic,2.8,51232,119784,1059,Low
M5,2017,North America,Red,Hybrid,Automatic,1.6,182915,36757,4470,Low
i3,2020,South America,White,Diesel,Manual,4.7,195733,50008,2226,Low
X5,2019,Asia,Red,Diesel,Automatic,4.2,40685,91585,5208,Low
M5,2017,North America,Red,Hybrid,Manual,4.0,169190,35969,4944,Low
M5,2018,Europe,Grey,Hybrid,Automatic,2.3,199530,79930,7068,High
X6,2023,Africa,Blue,Petrol,Automatic,2.5,42079,106485,9488,High
i8,2017,Middle East,Silver,Electric,Manual,3.3,126012,69546,429,Low
M3,2017,Middle East,White,Hybrid,Manual,3.8,160771,32688,5889,Low
i3,2014,Europe,Black,Hybrid,Manual,4.5,1501,60733,2866,Low
X6,2015,Asia,Grey,Diesel,Automatic,4.1,55250,46122,6641,Low
M5,2023,Africa,Blue,Diesel,Manual,5.0,31721,56729,1745,Low
M3,2019,North America,Blue,Electric,Manual,4.5,9872,74229,5940,Low
X1,2024,Europe,Black,Electric,Manual,2.2,143184,80194,1967,Low
X1,2021,Asia,White,Hybrid,Manual,4.9,54283,58594,9228,High
X5,2017,Africa,Red,Petrol,Manual,4.8,186074,93133,2284,Low
i8,2024,North America,Silver,Electric,Manual,4.5,95246,110733,2839,Low
X6,2022,South America,Grey,Petrol,Automatic,4.8,37132,60842,1562,Low
M5,2024,Europe,Grey,Hybrid,Manual,4.5,28961,105422,5916,Low
X3,2017,Middle East,Grey,Diesel,Automatic,4.4,161028,30269,7823,High
X1,2018,Africa,Grey,Petrol,Automatic,2.4,163187,69892,7067,High
M5,2014,Middle East,White,Hybrid,Automatic,4.2,164863,112849,6937,Low
M5,2016,Asia,White,Diesel,Manual,4.6,42,48000,1706,Low
X1,2017,Africa,Blue,Electric,Automatic,2.2,176608,103185,9385,High
M3,2023,Africa,Grey,Hybrid,Manual,3.5,81913,97445,8857,High
X5,2020,Europe,Blue,Hybrid,Automatic,1.9,154903,46338,7891,High
i3,2021,Europe,Red,Electric,Manual,3.5,134108,93637,2508,Low
X1,2023,Middle East,White,Petrol,Manual,2.4,147713,96669,3122,Low
X5,2014,South America,Black,Petrol,Manual,4.4,69501,30109,373,Low
M3,2022,Asia,White,Petrol,Automatic,3.9,148687,52134,6962,Low
X5,2014,North America,Blue,Hybrid,Manual,1.8,195019,32728,6116,Low
M3,2021,Middle East,Blue,Petrol,Manual,4.2,76916,32495,8545,High
i8,2015,Middle East,Red,Petrol,Automatic,4.4,150578,41168,6947,Low
X5,2015,Europe,Silver,Diesel,Manual,4.0,42330,61894,9674,High
M3,2016,Middle East,Red,Hybrid,Automatic,1.7,136595,117499,7061,High
M3,2021,South America,Grey,Hybrid,Automatic,4.8,14169,54258,1947,Low
i8,2023,Europe,Red,Hybrid,Automatic,3.7,143038,63774,9424,High
X3,2023,Middle East,Grey,Petrol,Manual,3.1,71002,108657,955,Low
M5,2022,Middle East,Silver,Electric,Automatic,4.6,47181,63397,8049,High
M3,2016,Asia,White,Electric,Manual,3.8,36051,85573,2973,Low
X5,2021,Europe,Black,Petrol,Manual,3.1,22955,78860,9118,High
i8,2020,Asia,Black,Hybrid,Manual,3.1,149542,115880,1392,Low
X5,2014,North America,Red,Diesel,Automatic,2.6,132943,81933,4854,Low
X1,2024,South America,White,Electric,Automatic,1.8,165280,105827,2685,Low
i8,2021,Europe,White,Hybrid,Manual,3.9,91488,108868,9712,High
i3,2023,Middle East,Silver,Electric,Automatic,4.1,8953,61759,2258,Low
X5,2020,Europe,White,Petrol,Automatic,4.0,184127,34340,9104,High
M3,2015,South America,Red,Hybrid,Automatic,1.7,67586,54517,2928,Low
X5,2024,North America,Silver,Petrol,Automatic,3.1,73599,107595,7677,High
X6,2019,Asia,Red,Electric,Manual,1.6,199156,54981,7846,High
M3,2014,Asia,Blue,Diesel,Manual,1.6,71243,94586,2738,Low
i3,2021,Middle East,Black,Electric,Automatic,4.4,188709,76063,1592,Low
X5,2018,South America,Black,Petrol,Automatic,4.1,19540,84825,8598,High
M5,2023,Africa,Red,Petrol,Manual,3.4,197269,43003,9879,High
M5,2024,Asia,Black,Petrol,Automatic,2.4,56605,106208,5677,Low
X1,2016,Europe,Grey,Petrol,Automatic,1.8,53428,105680,8357,High
i3,2017,Middle East,Red,Electric,Manual,3.5,168405,116552,8707,High
i8,2021,Europe,Black,Hybrid,Manual,3.4,145908,79380,8039,High
i3,2023,Africa,Red,Diesel,Automatic,4.3,84912,106348,6752,Low
X1,2019,Middle East,Red,Petrol,Automatic,3.0,45821,54464,8964,High
M5,2014,Europe,Blue,Diesel,Automatic,2.9,181438,58681,5169,Low
X1,2023,South America,Red,Hybrid,Manual,2.4,57477,85047,8219,High
X6,2022,Asia,White,Hybrid,Manual,2.1,128841,119834,6383,Low
X3,2015,Africa,Grey,Petrol,Manual,2.4,140405,65577,9751,High
X1,2020,Africa,Blue,Hybrid,Automatic,3.5,27794,65051,4441,Low
X6,2018,Asia,Blue,Petrol,Manual,4.3,3079,83492,6550,Low
X3,2024,Africa,Red,Hybrid,Automatic,2.7,75432,82863,8601,High
X5,2014,North America,Blue,Electric,Automatic,4.8,63704,102577,9903,High
X1,2014,Africa,Silver,Electric,Manual,4.7,55240,91398,4160,Low
M5,2014,Europe,Silver,Diesel,Automatic,1.7,185399,62685,8626,High
i8,2017,Asia,Red,Electric,Manual,1.9,17169,71593,9804,High
M3,2015,Africa,White,Hybrid,Automatic,2.9,180204,74823,4482,Low
i8,2024,North America,Blue,Electric,Manual,4.8,34922,99038,1334,Low
X6,2022,Middle East,Black,Diesel,Manual,4.0,63249,81029,5900,Low
X3,2024,South America,Silver,Electric,Automatic,2.9,149692,67698,4407,Low
X5,2018,Asia,Blue,Diesel,Manual,4.7,186188,52779,3214,Low
X1,2024,Asia,Red,Diesel,Manual,4.7,40269,34458,5442,Low
X5,2014,North America,Black,Hybrid,Manual,4.7,172587,79193,5797,Low
X5,2019,Asia,Black,Petrol,Manual,4.6,166173,37015,2304,Low
X6,2018,Africa,Silver,Hybrid,Automatic,2.2,185329,110836,2107,Low
X3,2015,South America,White,Hybrid,Automatic,3.4,92113,110087,7180,High
M3,2019,South America,Red,Diesel,Manual,2.9,106980,42686,1614,Low
X5,2022,Africa,Red,Petrol,Automatic,3.6,65712,103464,4089,Low
M3,2018,Middle East,Silver,Diesel,Manual,4.3,21485,70162,9288,High
i3,2015,Middle East,Black,Hybrid,Automatic,1.7,37803,53130,9662,High
X5,2015,Africa,Blue,Diesel,Manual,2.8,827,73193,7812,High
i3,2020,North America,Blue,Petrol,Manual,4.6,123136,40573,3160,Low
M5,2018,Europe,Black,Electric,Automatic,4.0,96236,80778,7867,High
X6,2021,Asia,Red,Petrol,Automatic,3.0,71650,86979,6146,Low
X6,2021,Europe,Blue,Diesel,Manual,2.4,154697,92141,9136,High
i3,2016,North America,Black,Hybrid,Manual,2.1,63083,68129,3414,Low
X3,2024,South America,Blue,Petrol,Manual,4.5,25277,46350,5106,Low
X5,2015,Middle East,Blue,Petrol,Manual,2.2,128372,115012,8419,High
X1,2024,Africa,Grey,Petrol,Manual,3.2,44436,119769,9775,High
i8,2017,North America,Red,Diesel,Manual,2.5,75348,70949,1705,Low
X3,2015,North America,Red,Electric,Automatic,1.8,185750,113982,9896,High
X6,2020,Europe,Blue,Diesel,Manual,3.2,111347,59749,9904,High
X6,2014,Asia,White,Diesel,Manual,3.7,71456,54910,9829,High
M3,2020,South America,Black,Diesel,Manual,3.2,62551,41991,451,Low
X3,2018,South America,Blue,Petrol,Manual,2.9,31241,78873,2354,Low
M5,2023,South America,Grey,Diesel,Manual,1.8,50267,106058,8232,High
i8,2016,Middle East,Blue,Electric,Automatic,4.8,73702,68002,5926,Low
i3,2021,Asia,Silver,Electric,Manual,2.8,157274,79913,4020,Low
M3,2017,Middle East,Grey,Hybrid,Manual,2.4,196393,72566,7214,High
i8,2018,South America,Blue,Diesel,Manual,3.3,55408,60424,8459,High
i8,2021,Middle East,White,Electric,Automatic,4.2,169969,49615,3276,Low
i3,2019,Asia,Black,Petrol,Automatic,3.7,31502,38942,8195,High
M5,2016,North America,Grey,Diesel,Manual,3.3,134118,99295,1080,Low
X3,2023,Middle East,Blue,Electric,Automatic,2.6,85209,45029,4717,Low
X3,2016,Asia,Red,Hybrid,Manual,3.1,139669,45516,3375,Low
X6,2019,Africa,Blue,Electric,Manual,3.2,155325,77396,3815,Low
M5,2022,Africa,Red,Hybrid,Manual,3.0,114018,71819,4838,Low
i8,2024,South America,White,Hybrid,Manual,4.6,166287,103200,3327,Low
X5,2020,Asia,Red,Petrol,Automatic,2.4,115902,85202,1712,Low
X6,2021,North America,White,Electric,Automatic,2.8,13446,84281,3459,Low
X6,2015,Middle East,Grey,Diesel,Manual,4.2,178142,87478,9432,High
i3,2015,Asia,Silver,Diesel,Automatic,4.0,46769,65479,177,Low
M3,2015,Asia,White,Petrol,Automatic,3.4,154554,37315,800,Low
i3,2024,North America,Silver,Petrol,Manual,2.2,38825,80706,3188,Low
M3,2014,Middle East,Grey,Electric,Automatic,2.3,46536,53356,774,Low
M3,2016,North America,White,Electric,Manual,4.2,167411,53236,612,Low
X1,2015,North America,White,Diesel,Automatic,4.8,159028,70393,423,Low
M5,2020,Europe,Blue,Electric,Automatic,3.3,192233,91396,5707,Low
X5,2021,South America,Blue,Petrol,Manual,4.8,133466,104415,2304,Low
i3,2014,Africa,Red,Electric,Manual,4.4,120653,89151,146,Low
X3,2022,Asia,White,Petrol,Manual,3.8,2041,42700,8046,High
M3,2017,North America,Black,Diesel,Manual,1.6,44858,98069,9494,High
X5,2020,Asia,Red,Petrol,Automatic,2.5,61377,114844,5696,Low
M5,2014,Europe,Grey,Diesel,Manual,2.6,50023,47627,3935,Low
X1,2019,Middle East,White,Electric,Manual,2.9,137406,43567,1344,Low
M5,2018,Middle East,Red,Hybrid,Manual,4.1,30422,44991,3054,Low
M5,2015,Europe,White,Electric,Manual,1.9,32138,73022,8838,High
M5,2017,Asia,Black,Diesel,Manual,3.1,83528,107317,3648,Low
X5,2015,South America,Blue,Hybrid,Manual,2.2,34465,108922,4696,Low
i8,2015,Middle East,Black,Hybrid,Automatic,4.5,144435,107633,4542,Low
X5,2024,Asia,Red,Hybrid,Manual,3.7,123580,64890,8261,High
X3,2022,North America,Grey,Diesel,Automatic,3.3,152037,81783,8323,High
X6,2018,South America,White,Petrol,Automatic,4.0,86566,72821,3498,Low
i3,2017,South America,Black,Electric,Automatic,4.1,20076,97367,4452,Low
i8,2022,Europe,Silver,Petrol,Manual,4.8,138302,95881,2695,Low
i3,2022,North America,Grey,Diesel,Manual,5.0,106586,95627,5998,Low
X5,2023,Middle East,Black,Hybrid,Automatic,1.6,8145,76881,5212,Low
X5,2024,Europe,Grey,Diesel,Automatic,2.8,121034,40224,9118,High
X5,2016,North America,Red,Hybrid,Manual,1.5,124073,43772,9606,High
i8,2022,South America,Grey,Diesel,Manual,2.0,61190,61935,2858,Low
